Station Name,OTTAWA INTL A,http://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2011-12-14%7C2019-02-11&dlyRange=2011-12-15%7C2019-02-11&mlyRange=%7C&StationID=49568&Prov=ON&urlExtension=_e.html&searchType=stnName&optLimit=yearRange&StartYear=1840&EndYear=2019&selRowPerPage=25&Line=14&searchMethod=contains&Month=12&Day=12&txtStationName=ottawa&timeframe=2&Year=2018,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2018,2018,3,18,,-4.7,,-16.8,,-10.8,,28.8,,0,,0,,0,,0,,13,,30,,35,
19/03/2018,2018,3,19,,-4.1,,-14.5,,-9.3,,27.3,,0,,0,,0,,0,,12,,32,,41,
20/03/2018,2018,3,20,,-0.4,,-12.5,,-6.5,,24.5,,0,,0,,0,,0,,12,,,,<31,
21/03/2018,2018,3,21,,2.8,,-8.6,,-2.9,,20.9,,0,,0,,0,,0,,11,,,,<31,
22/03/2018,2018,3,22,,5.3,,-4.6,,0.4,,17.6,,0,,0,,0,,0,,10,,32,,37,
23/03/2018,2018,3,23,,4.7,,-4.4,,0.2,,17.8,,0,,0,,0,,0,,9,,33,,41,
24/03/2018,2018,3,24,,,M,-6.8,E,,M,,M,,M,,M,,,,M,8,,,M,,M
25/03/2018,2018,3,25,,4.3,,-6.2,,-1,,19,,0,,0,,0,T,0,T,8,,36,,30,
26/03/2018,2018,3,26,,6,,-5.8,,0.1,,17.9,,0,,0,,0,,0,,,,10,,30,
27/03/2018,2018,3,27,,6.7,,-3.7,,1.5,,16.5,,0,,1.8,,0.8,,4.6,,3,,13,,41,
28/03/2018,2018,3,28,,5.9,,1.1,,3.5,,14.5,,0,,0.8,,0,,0.8,,0,T,,,<31,
29/03/2018,2018,3,29,,8.3,,1.4,,4.9,,13.1,,0,,13,,0,,13,,0,T,3,,32,
30/03/2018,2018,3,30,,6.2,,-2.8,,1.7,,16.3,,0,,2.6,,0,,2.6,,,,27,,44,
31/03/2018,2018,3,31,,8.8,,-4.3,,2.3,,15.7,,0,,1,,0,,1,,,,22,,63,
01/04/2018,2018,4,1,,5.5,,-4.3,,0.6,,17.4,,0,,0,,0,T,0,T,0,T,28,,67,
02/04/2018,2018,4,2,,5.2,,-8.7,,-1.8,,19.8,,0,,0,,0,,0,T,,,22,,41,
03/04/2018,2018,4,3,,6.9,,-2.9,,2,,16,,0,,0,,5,,4.6,,5,,6,,57,
04/04/2018,2018,4,4,,6.4,,-9.3,,-1.5,,19.5,,0,,5.2,,2,,7,,2,,26,,82,
05/04/2018,2018,4,5,,-1.6,,-11.6,,-6.6,,24.6,,0,,0,,0,T,0,T,,,30,,59,
06/04/2018,2018,4,6,,3.4,,-6.7,,-1.7,,19.7,,0,,0,,0,T,0,T,0,T,25,,44,
07/04/2018,2018,4,7,,1.9,,-4.8,,-1.5,,19.5,,0,,0,,0,T,0,T,0,T,26,,63,
08/04/2018,2018,4,8,,0.9,,-6.2,,-2.7,,20.7,,0,,0,,0,T,0,T,,,28,,46,
09/04/2018,2018,4,9,,2.7,,-8,,-2.7,,20.7,,0,,0,,0,,0,,,,33,,33,
10/04/2018,2018,4,10,,6.4,,-3.6,,1.4,,16.6,,0,,0,,0,T,0,T,,,27,,30,
11/04/2018,2018,4,11,,7.3,,-4.2,,1.6,,16.4,,0,,1,,0,,1,,,,22,,56,
12/04/2018,2018,4,12,,7.8,,-1.4,,3.2,,14.8,,0,,11.2,,0,,11.2,,,,9,,37,
13/04/2018,2018,4,13,,9.1,,1.2,,5.2,,12.8,,0,,1.2,,0,,1.2,,,,,,<31,
14/04/2018,2018,4,14,,3.6,,-5.1,,-0.8,,18.8,,0,,0,,2.4,,1,,2,,0,,43,
15/04/2018,2018,4,15,,-1.6,,-5.2,,-3.4,,21.4,,0,,11.4,,1.4,,14.6,,0,T,6,,67,
16/04/2018,2018,4,16,,1.2,,-2,,-0.4,,18.4,,0,,23.2,,0,T,24.2,,1,,7,,74,
17/04/2018,2018,4,17,,1.6,,-0.6,,0.5,,17.5,,0,,0.8,,4.2,,4.8,,1,,23,,33,
18/04/2018,2018,4,18,,7.5,,-0.5,,3.5,,14.5,,0,,0.4,,0.8,,0.8,,2,,26,,44,
19/04/2018,2018,4,19,,3.3,,-0.7,,1.3,,16.7,,0,,0,T,0,,0,T,0,T,31,,48,
20/04/2018,2018,4,20,,10.8,,-1.6,,4.6,,13.4,,0,,0,,0,,0,,,,31,,46,
21/04/2018,2018,4,21,,12.4,,-2.4,,5,,13,,0,,0,,0,,0,,,,30,,50,
22/04/2018,2018,4,22,,15.4,,-2.9,,6.3,,11.7,,0,,0,,0,,0,,,,27,,30,
23/04/2018,2018,4,23,,20,,-2.2,,8.9,,9.1,,0,,0,,0,,0,,,,18,,30,
24/04/2018,2018,4,24,,20.7,,2.3,,11.5,,6.5,,0,,0,,0,,0,,,,21,,37,
25/04/2018,2018,4,25,,12.2,,8.7,,10.5,,7.5,,0,,12.8,,0,,12.8,,,,5,,35,
26/04/2018,2018,4,26,,13.1,,5.1,,9.1,,8.9,,0,,4.8,,0,,4.8,,,,29,,39,
27/04/2018,2018,4,27,,16.6,,1.9,,9.3,,8.7,,0,,0,,0,,0,,,,17,,32,
28/04/2018,2018,4,28,,10.6,,4.7,,7.7,,10.3,,0,,16.6,,0,,16.6,,,,35,,37,
29/04/2018,2018,4,29,,8.2,,3.4,,5.8,,12.2,,0,,7,,0,,7,,,,33,,52,
30/04/2018,2018,4,30,,18.7,,2.7,,10.7,,7.3,,0,,1.2,,0,,1.2,,,,36,,43,
01/05/2018,2018,5,1,,19.6,,0.5,,10.1,,7.9,,0,,0,T,0,,0,T,,,15,,32,
02/05/2018,2018,5,2,,27.7,,10.2,,19,,0,,1,,1.2,,0,,1.2,,,,24,,56,
03/05/2018,2018,5,3,,17.3,,10.1,,13.7,,4.3,,0,,5.4,,0,,5.4,,,,35,,35,
04/05/2018,2018,5,4,,23.1,,6.1,,14.6,,3.4,,0,,3,,0,,3,,,,28,,96,
05/05/2018,2018,5,5,,24.1,,5.3,,14.7,,3.3,,0,,0,,0,,0,,,,28,,46,
06/05/2018,2018,5,6,,19.9,,8.1,,14,,4,,0,,0,T,0,,0,T,,,35,,41,
07/05/2018,2018,5,7,,15.3,,4.6,,10,,8,,0,,0,,0,,0,,,,1,,33,
08/05/2018,2018,5,8,,23,,4.4,,13.7,,4.3,,0,,0,,0,,0,,,,23,,35,
09/05/2018,2018,5,9,,27.4,,6.1,,16.8,,1.2,,0,,0,,0,,0,,,,18,,37,
10/05/2018,2018,5,10,,20.8,,3.4,,12.1,,5.9,,0,,2,,0,,2,,,,26,,69,
11/05/2018,2018,5,11,,11.9,,0.5,,6.2,,11.8,,0,,0,,0,,0,,,,32,,41,
12/05/2018,2018,5,12,,18.5,,0.1,,9.3,,8.7,,0,,0,,0,,0,,,,33,,30,
13/05/2018,2018,5,13,,22.3,,1.7,,12,,6,,0,,0,,0,,0,,,,22,,33,
14/05/2018,2018,5,14,,25.4,,9.5,,17.5,,0.5,,0,,0,,0,,0,,,,19,,46,
15/05/2018,2018,5,15,,20,,7.9,,14,,4,,0,,0.2,,0,,0.2,,,,29,,48,
16/05/2018,2018,5,16,,23.6,,3,,13.3,,4.7,,0,,0,,0,,0,,,,21,,44,
17/05/2018,2018,5,17,,18.6,,7.4,,13,,5,,0,,0,,0,,0,,,,2,,43,
18/05/2018,2018,5,18,,17.9,,3,,10.5,,7.5,,0,,0,,0,,0,,,,10,,37,
19/05/2018,2018,5,19,,18.2,,6.6,,12.4,,5.6,,0,,9.4,,0,,9.4,,,,11,,32,
20/05/2018,2018,5,20,,18,,7.1,,12.6,,5.4,,0,,16.2,,0,,16.2,,,,32,,44,
21/05/2018,2018,5,21,,25.9,,5.3,,15.6,,2.4,,0,,0,,0,,0,,,,27,,46,
22/05/2018,2018,5,22,,18.1,,9.4,,13.8,,4.2,,0,,4.2,,0,,4.2,,,,,,<31,
23/05/2018,2018,5,23,,23.9,,9.4,,16.7,,1.3,,0,,0,,0,,0,,,,28,,44,
24/05/2018,2018,5,24,,25.7,,8.3,,17,,1,,0,,0,,0,,0,,,,20,,35,
25/05/2018,2018,5,25,,26.6,,14.7,,20.7,,0,,2.7,,5.4,,0,,5.4,,,,27,,48,
26/05/2018,2018,5,26,,21.6,,16.2,,18.9,,0,,0.9,,2.8,,0,,2.8,,,,,,<31,
27/05/2018,2018,5,27,,23.8,,13.4,,18.6,,0,,0.6,,0,,0,,0,,,,6,,33,
28/05/2018,2018,5,28,,25.8,,15.2,,20.5,,0,,2.5,,1,,0,,1,,,,1,,32,
29/05/2018,2018,5,29,,25.8,,12.2,,19,,0,,1,,0,,0,,0,,,,35,,33,
30/05/2018,2018,5,30,,29.8,,10.3,,20.1,,0,,2.1,,0,,0,,0,,,,7,,33,
31/05/2018,2018,5,31,,26.5,,19.3,,22.9,,0,,4.9,,1.4,,0,,1.4,,,,20,,39,
01/06/2018,2018,6,1,,27.7,,14.8,,21.3,,0,,3.3,,0.2,,0,,0.2,,,,33,,46,
02/06/2018,2018,6,2,,25.4,,12.1,,18.8,,0,,0.8,,0,,0,,0,,,,1,,48,
03/06/2018,2018,6,3,,24.7,,10.4,,17.6,,0.4,,0,,20.2,,0,,20.2,,,,7,,46,
04/06/2018,2018,6,4,,18.1,,10.1,,14.1,,3.9,,0,,29.8,,0,,29.8,,,,27,,52,
05/06/2018,2018,6,5,,14.2,,9.9,,12.1,,5.9,,0,,1.6,,0,,1.6,,,,25,,32,
06/06/2018,2018,6,6,,17.6,,10.4,,14,,4,,0,,1.4,,0,,1.4,,,,,,<31,
07/06/2018,2018,6,7,,21.5,,10.5,,16,,2,,0,,0,T,0,,0,T,,,20,,39,
08/06/2018,2018,6,8,,22.7,E,10.5,E,16.6,E,1.4,E,0,E,0,,0,,0,,,,31,,32,
09/06/2018,2018,6,9,,24,,8,,16,,2,,0,,0,,0,,0,,,,28,,46,
10/06/2018,2018,6,10,,22.1,,7.2,,14.7,,3.3,,0,,0,,0,,0,,,,1,,30,
11/06/2018,2018,6,11,,23.3,,8,,15.7,,2.3,,0,,0,,0,,0,,,,7,,30,
12/06/2018,2018,6,12,,27.7,,8.8,,18.3,,0,,0.3,,0,,0,,0,,,,24,,46,
13/06/2018,2018,6,13,,20.7,,13.6,,17.2,,0.8,,0,,7.6,,0,,7.6,,,,22,,41,
14/06/2018,2018,6,14,,17.6,,11.7,,14.7,,3.3,,0,,2,,0,,2,,,,28,,50,
15/06/2018,2018,6,15,,25.4,,8.2,,16.8,,1.2,,0,,0,,0,,0,,,,29,,39,
16/06/2018,2018,6,16,,28.1,,10.4,,19.3,,0,,1.3,,0,,0,,0,,,,,,<31,
17/06/2018,2018,6,17,,30.7,,13.6,,22.2,,0,,4.2,,0,T,0,,0,T,,,25,,39,
18/06/2018,2018,6,18,,30.4,,16.6,,23.5,,0,,5.5,,2.2,,0,,2.2,,,,32,,65,
19/06/2018,2018,6,19,,24.5,,11.5,,18,,0,,0,,0,,0,,0,,,,33,,46,
20/06/2018,2018,6,20,,28.8,,9.7,,19.3,,0,,1.3,,0,,0,,0,,,,35,,41,
21/06/2018,2018,6,21,,20.9,,9.2,,15.1,,2.9,,0,,0,,0,,0,,,,1,,39,
22/06/2018,2018,6,22,,26.1,,8.4,,17.3,,0.7,,0,,0,,0,,0,,,,,,<31,
23/06/2018,2018,6,23,,22.4,,14.3,,18.4,,0,,0.4,,2.6,,0,,2.6,,,,,,<31,
24/06/2018,2018,6,24,,24.3,,10.3,,17.3,,0.7,,0,,0.8,,0,,0.8,,,,36,,35,
25/06/2018,2018,6,25,,22.8,,9.6,,16.2,,1.8,,0,,0,,0,,0,,,,36,,46,
26/06/2018,2018,6,26,,25.3,,5.9,,15.6,,2.4,,0,,0,,0,,0,,,,,,<31,
27/06/2018,2018,6,27,,24.4,,11.6,,18,,0,,0,,1.2,,0,,1.2,,,,,,<31,
28/06/2018,2018,6,28,,25.3,,17.7,,21.5,,0,,3.5,,0.6,,0,,0.6,,,,,,<31,
29/06/2018,2018,6,29,,32.4,,16.5,,24.5,,0,,6.5,,0,,0,,0,,,,29,,37,
30/06/2018,2018,6,30,,33.6,,20.5,,27.1,,0,,9.1,,0.2,,0,,0.2,,,,24,,35,
01/07/2018,2018,7,1,,35.2,,22.9,,29.1,,0,,11.1,,0,,0,,0,,,,18,,37,
02/07/2018,2018,7,2,,36,,21.1,,28.6,,0,,10.6,,0.6,,0,,0.6,,,,26,,65,
03/07/2018,2018,7,3,,33.5,,17.2,,25.4,,0,,7.4,,0,,0,,0,,,,25,,33,
04/07/2018,2018,7,4,,35,,15.6,,25.3,,0,,7.3,,0,,0,,0,,,,,,<31,
05/07/2018,2018,7,5,,35,,20.4,,27.7,,0,,9.7,,0,T,0,,0,T,,,26,,39,
06/07/2018,2018,7,6,,22,E,18,E,20,E,0,E,2,E,,M,,M,,M,,,,,<31,
07/07/2018,2018,7,7,,29.4,,9.7,,19.6,,0,,1.6,,0,,0,,0,,,,30,,41,
08/07/2018,2018,7,8,,31.1,,11,,21.1,,0,,3.1,,0,,0,,0,,,,20,,46,
09/07/2018,2018,7,9,,33.5,,15.6,,24.6,,0,,6.6,,0,,0,,0,,,,24,,46,
10/07/2018,2018,7,10,,29.2,,17.2,,23.2,,0,,5.2,,0,,0,,0,,,,31,,44,
11/07/2018,2018,7,11,,27.4,,12.7,,20.1,,0,,2.1,,0,,0,,0,,,,35,,39,
12/07/2018,2018,7,12,,29.5,,14,,21.8,,0,,3.8,,0,,0,,0,,,,,,<31,
13/07/2018,2018,7,13,,30.3,,11.5,,20.9,,0,,2.9,,0,T,0,,0,T,,,13,,32,
14/07/2018,2018,7,14,,30.5,,18.3,,24.4,,0,,6.4,,5.4,,0,,5.4,,,,36,,37,
15/07/2018,2018,7,15,,33,,17.7,,25.4,,0,,7.4,,0,,0,,0,,,,30,,35,
16/07/2018,2018,7,16,,33.9,,17.4,,25.7,,0,,7.7,,0.8,,0,,0.8,,,,25,,39,
17/07/2018,2018,7,17,,29.1,,17.3,,23.2,,0,,5.2,,4.6,,0,,4.6,,,,29,,52,
18/07/2018,2018,7,18,,24.4,,12.3,,18.4,,0,,0.4,,0,,0,,0,,,,34,,39,
19/07/2018,2018,7,19,,29.4,,9.6,,19.5,,0,,1.5,,0,,0,,0,,,,22,,33,
20/07/2018,2018,7,20,,31.7,,11.4,,21.6,,0,,3.6,,0,,0,,0,,,,14,,33,
21/07/2018,2018,7,21,,31.4,,16.8,,24.1,,0,,6.1,,0,,0,,0,,,,13,,39,
22/07/2018,2018,7,22,,25,,16.4,,20.7,,0,,2.7,,16.6,,0,,16.6,,,,6,,56,
23/07/2018,2018,7,23,,31.8,,19.7,,25.8,,0,,7.8,,43,,0,,43,,,,6,,50,
24/07/2018,2018,7,24,,27.6,,21.6,,24.6,,0,,6.6,,9.8,,0,,9.8,,,,16,,43,
25/07/2018,2018,7,25,,24.8,,19.5,,22.2,,0,,4.2,,61.4,,0,,61.4,,,,17,,35,
26/07/2018,2018,7,26,,30.1,,16.9,,23.5,,0,,5.5,,0,T,0,,0,T,,,31,,54,
27/07/2018,2018,7,27,,28.3,,15.6,,22,,0,,4,,8.4,,0,,8.4,,,,24,,50,
28/07/2018,2018,7,28,,26.7,,15.9,,21.3,,0,,3.3,,21.2,,0,,21.2,,,,30,,35,
29/07/2018,2018,7,29,,27.3,,14.1,,20.7,,0,,2.7,,9,,0,,9,,,,29,,52,
30/07/2018,2018,7,30,,28.6,,14.3,,21.5,,0,,3.5,,0,,0,,0,,,,,,<31,
31/07/2018,2018,7,31,,28.6,,17.2,,22.9,,0,,4.9,,0,,0,,0,,,,,,<31,
01/08/2018,2018,8,1,,27,,20.8,,23.9,,0,,5.9,,0.6,,0,,0.6,,,,17,,30,
02/08/2018,2018,8,2,,28.4,,19.9,,24.2,,0,,6.2,,0,,0,,0,,,,29,,32,
03/08/2018,2018,8,3,,28.8,,18.2,,23.5,,0,,5.5,,0,,0,,0,,,,,,<31,
04/08/2018,2018,8,4,,29.9,,17.8,,23.9,,0,,5.9,,0,,0,,0,,,,,,<31,
05/08/2018,2018,8,5,,31.9,,17.8,,24.9,,0,,6.9,,0,,0,,0,,,,22,,37,
06/08/2018,2018,8,6,,32.8,,20.6,,26.7,,0,,8.7,,38.4,,0,,38.4,,,,18,,52,
07/08/2018,2018,8,7,,28.4,,19.4,,23.9,,0,,5.9,,5.4,,0,,5.4,,,,,,<31,
08/08/2018,2018,8,8,,25.1,,19,,22.1,,0,,4.1,,6.4,,0,,6.4,,,,,,<31,
09/08/2018,2018,8,9,,27.7,,18,,22.9,,0,,4.9,,0,,0,,0,,,,27,,37,
10/08/2018,2018,8,10,,26.1,,14.4,,20.3,,0,,2.3,,0,,0,,0,,,,,,<31,
11/08/2018,2018,8,11,,27.4,,13,,20.2,,0,,2.2,,0,,0,,0,,,,,,<31,
12/08/2018,2018,8,12,,28.3,,15.4,,21.9,,0,,3.9,,0,,0,,0,,,,1,,30,
13/08/2018,2018,8,13,,28.4,,17.1,,22.8,,0,,4.8,,0,,0,,0,,,,,,<31,
14/08/2018,2018,8,14,,26.7,,19.4,,23.1,,0,,5.1,,1.4,,0,,1.4,,,,,,<31,
15/08/2018,2018,8,15,,25.5,,17.7,,21.6,,0,,3.6,,0.4,,0,,0.4,,,,23,,37,
16/08/2018,2018,8,16,,25,,14.1,,19.6,,0,,1.6,,0,,0,,0,,,,,,<31,
17/08/2018,2018,8,17,,24.3,,16.1,,20.2,,0,,2.2,,2.2,,0,,2.2,,,,34,,41,
18/08/2018,2018,8,18,,25.4,,16.1,,20.8,,0,,2.8,,0,,0,,0,,,,36,,30,
19/08/2018,2018,8,19,,27.2,,14.1,,20.7,,0,,2.7,,0,,0,,0,,,,7,,32,
20/08/2018,2018,8,20,,28,,13.4,,20.7,,0,,2.7,,0,,0,,0,,,,,,<31,
21/08/2018,2018,8,21,,24,,15.4,,19.7,,0,,1.7,,16,,0,,16,,,,14,,35,
22/08/2018,2018,8,22,,20.8,E,18.2,E,19.5,E,0,E,1.5,E,8.8,,0,,8.8,,,,27,,61,
23/08/2018,2018,8,23,,25.6,,9.6,,17.6,,0.4,,0,,0,,0,,0,,,,25,,37,
24/08/2018,2018,8,24,,28.1,,13.4,,20.8,,0,,2.8,,0,,0,,0,,,,23,,37,
25/08/2018,2018,8,25,,27.4,,14.6,,21,,0,,3,,0.6,,0,,0.6,,,,17,,33,
26/08/2018,2018,8,26,,27.4,,17.6,,22.5,,0,,4.5,,4,,0,,4,,,,26,,39,
27/08/2018,2018,8,27,,25.1,,15.9,,20.5,,0,,2.5,,0.4,,0,,0.4,,,,16,,30,
28/08/2018,2018,8,28,,30.3,,18.4,,24.4,,0,,6.4,,0,,0,,0,,,,22,,50,
29/08/2018,2018,8,29,,30,,16.2,,23.1,,0,,5.1,,17.8,,0,,17.8,,,,30,,48,
30/08/2018,2018,8,30,,20.9,,11.6,,16.3,,1.7,,0,,0,T,0,,0,T,,,34,,33,
31/08/2018,2018,8,31,,23.1,,9.8,,16.5,,1.5,,0,,0,,0,,0,,,,9,,37,
01/09/2018,2018,9,1,,26.9,,18,,22.5,,0,,4.5,,0.2,,0,,0.2,,,,18,,32,
02/09/2018,2018,9,2,,26.8,,19.3,,23.1,,0,,5.1,,3,,0,,3,,,,23,,32,
03/09/2018,2018,9,3,,32,,19,,25.5,,0,,7.5,,0,,0,,0,,,,27,,43,
04/09/2018,2018,9,4,,26,,15.8,,20.9,,0,,2.9,,0.4,,0,,0.4,,,,,,<31,
05/09/2018,2018,9,5,,32,,17.3,,24.7,,0,,6.7,,1.8,,0,,1.8,,,,24,,50,
06/09/2018,2018,9,6,,23.9,,12,,18,,0,,0,,0,T,0,,0,T,,,32,,37,
07/09/2018,2018,9,7,,22.4,,7.9,,15.2,,2.8,,0,,0,,0,,0,,,,35,,37,
08/09/2018,2018,9,8,,16.9,,7.3,,12.1,,5.9,,0,,0,,0,,0,,,,1,,33,
09/09/2018,2018,9,9,,16.5,,5.4,,11,,7,,0,,0,,0,,0,,,,3,,35,
10/09/2018,2018,9,10,,15.5,,6.6,,11.1,,6.9,,0,,4.8,,0,,4.8,,,,7,,37,
11/09/2018,2018,9,11,,18.5,,12.6,,15.6,,2.4,,0,,0.8,,0,,0.8,,,,,,<31,
12/09/2018,2018,9,12,,23.4,,12.3,,17.9,,0.1,,0,,0,,0,,0,,,,,,<31,
13/09/2018,2018,9,13,,26.3,,11.9,,19.1,,0,,1.1,,0,,0,,0,,,,,,<31,
14/09/2018,2018,9,14,,28.4,,13,,20.7,,0,,2.7,,0,,0,,0,,,,,,<31,
15/09/2018,2018,9,15,,29.9,,18.1,,24,,0,,6,,0,,0,,0,,,,,,<31,
16/09/2018,2018,9,16,,29.6,,16.9,,23.3,,0,,5.3,,0,,0,,0,,,,,,<31,
17/09/2018,2018,9,17,,29.5,,16.6,,23.1,,0,,5.1,,0,,0,,0,,,,19,,41,
18/09/2018,2018,9,18,,23.2,,12.3,,17.8,,0.2,,0,,0,,0,,0,,,,32,,35,
19/09/2018,2018,9,19,,17,,8.3,,12.7,,5.3,,0,,0,,0,,0,,,,,,<31,
20/09/2018,2018,9,20,,17.1,,7.8,,12.5,,5.5,,0,,1,,0,,1,,,,7,,32,
21/09/2018,2018,9,21,,28.3,,12.8,,20.6,,0,,2.6,,31.6,,0,,31.6,,,,24,,78,
22/09/2018,2018,9,22,,15.1,,5.5,,10.3,,7.7,,0,,0,,0,,0,,,,28,,65,
23/09/2018,2018,9,23,,16.3,,3.4,,9.9,,8.1,,0,,0,T,0,,0,T,,,34,,39,
24/09/2018,2018,9,24,,14.3,,5,,9.7,,8.3,,0,,0,,0,,0,,,,7,,43,
25/09/2018,2018,9,25,,17.5,,7.2,,12.4,,5.6,,0,,9.8,,0,,9.8,,,,,,<31,
26/09/2018,2018,9,26,,24.1,,7.7,,15.9,,2.1,,0,,8.6,,0,,8.6,,,,27,,54,
27/09/2018,2018,9,27,,17.8,,3.9,,10.9,,7.1,,0,,0,,0,,0,,,,,,<31,
28/09/2018,2018,9,28,,20.4,,7.9,,14.2,,3.8,,0,,3.4,,0,,3.4,,,,28,,54,
29/09/2018,2018,9,29,,14.8,,5.4,,10.1,,7.9,,0,,2.4,,0,,2.4,,,,29,,43,
30/09/2018,2018,9,30,,11,,4.7,,7.9,,10.1,,0,,1,,0,,1,,,,,,<31,
01/10/2018,2018,10,1,,13,,6.4,,9.7,,8.3,,0,,2.4,,0,,2.4,,,,,,<31,
02/10/2018,2018,10,2,,10.1,,6.7,,8.4,,9.6,,0,,9.4,,0,,9.4,,,,6,,39,
03/10/2018,2018,10,3,,12.6,,9,,10.8,,7.2,,0,,0,,0,,0,,,,,,<31,
04/10/2018,2018,10,4,,24.4,,4.1,,14.3,,3.7,,0,,5.4,,0,,5.4,,,,30,,57,
05/10/2018,2018,10,5,,10.6,,2.1,,6.4,,11.6,,0,,0,,0,,0,,,,4,,32,
06/10/2018,2018,10,6,,9.3,,5.6,,7.5,,10.5,,0,,0,T,0,,0,T,,,7,,30,
07/10/2018,2018,10,7,,11.2,,7.3,,9.3,,8.7,,0,,0,,0,,0,,,,1,,32,
08/10/2018,2018,10,8,,10.1,,5.8,,8,,10,,0,,5.4,,0,,5.4,,,,6,,33,
09/10/2018,2018,10,9,,27.3,,8.3,,17.8,,0.2,,0,,0,,0,,0,,,,22,,44,
10/10/2018,2018,10,10,,27.5,,9.8,,18.7,,0,,0.7,,0.4,,0,,0.4,,,,8,,35,
11/10/2018,2018,10,11,,11.8,,8.5,,10.2,,7.8,,0,,4.8,,0,,4.8,,,,28,,39,
12/10/2018,2018,10,12,,11.1,,4.8,,8,,10,,0,,0,T,0,,0,T,,,25,,50,
13/10/2018,2018,10,13,,9,,1.6,,5.3,,12.7,,0,,0,,0,,0,,,,31,,43,
14/10/2018,2018,10,14,,14.4,,-0.1,,7.2,,10.8,,0,,0,,0,,0,,,,23,,37,
15/10/2018,2018,10,15,,11.7,,1.5,,6.6,,11.4,,0,,3.2,,0,,3.2,,,,27,,70,
16/10/2018,2018,10,16,,9.1,,1.4,,5.3,,12.7,,0,,0,,0,,0,,,,26,,46,
17/10/2018,2018,10,17,,8.5,,-0.2,,4.2,,13.8,,0,,0.4,,0,,0.4,,,,27,,59,
18/10/2018,2018,10,18,,4.8,,-1.6,,1.6,,16.4,,0,,0,,0,,0,,,,32,,48,
19/10/2018,2018,10,19,,16.6,,2.2,,9.4,,8.6,,0,,0,T,0,,0,T,,,22,,52,
20/10/2018,2018,10,20,,11.9,,0.4,,6.2,,11.8,,0,,1.2,,0,,1.2,,,,22,,56,
21/10/2018,2018,10,21,,3.6,,-1,,1.3,,16.7,,0,,0,T,0,,0,T,,,31,,50,
22/10/2018,2018,10,22,,5,,-1.6,,1.7,,16.3,,0,,0,T,0,,0,T,,,,,<31,
23/10/2018,2018,10,23,,10.3,,0.4,,5.4,,12.6,,0,,0,,0,,0,,,,8,,33,
24/10/2018,2018,10,24,,8.9,,1,,5,,13,,0,,0,T,0,,0,T,,,28,,41,
25/10/2018,2018,10,25,,4.2,,-2.7,,0.8,,17.2,,0,,0,,0,,0,,,,32,,37,
26/10/2018,2018,10,26,,5,,-5,,0,,18,,0,,0,,0,,0,,,,,,<31,
27/10/2018,2018,10,27,,4.7,,-1.7,,1.5,,16.5,,0,,2.6,,3.4,,7.6,,1,,6,,54,
28/10/2018,2018,10,28,,1.8,,0.2,,1,,17,,0,,4,,0,,4,,3,,5,,35,
29/10/2018,2018,10,29,,4.9,,0.7,,2.8,,15.2,,0,,2.2,,0,,2.2,,,,28,,35,
30/10/2018,2018,10,30,,6.8,,-0.4,,3.2,,14.8,,0,,0,,0,,0,,,,27,,39,
31/10/2018,2018,10,31,,3.7,,0.3,,2,,16,,0,,12.2,,,M,12.2,,,,7,,35,
01/11/2018,2018,11,1,,7.4,,2.3,,4.9,,13.1,,0,,8.8,,0,,8.8,,,,7,,41,
02/11/2018,2018,11,2,,4.5,,1.9,,3.2,,14.8,,0,,8.8,,0,,8.8,,,,4,,46,
03/11/2018,2018,11,3,,4.5,,0.8,,2.7,,15.3,,0,,2.2,,,M,2.2,,,,27,,67,
04/11/2018,2018,11,4,,6.9,,-1.7,,2.6,,15.4,,0,,0,,0,,0,,,,31,,42,
05/11/2018,2018,11,5,,5.2,,1.7,,3.5,,14.5,,0,,1.9,,,M,1.9,,,,8,,45,
06/11/2018,2018,11,6,,12.8,,4.7,,8.8,,9.2,,0,,6.6,,0,,6.6,,,,21,,54,
07/11/2018,2018,11,7,,11.4,,3.6,,7.5,,10.5,,0,,1.6,,0,,1.6,,,,24,,61,
08/11/2018,2018,11,8,,8.1,,-2.2,,3,,15,,0,,0,,0,,0,,,,28,,41,
09/11/2018,2018,11,9,,1.4,,-4,,-1.3,,19.3,,0,,0.1,L,4.4,,8.7,,2,E,7,,50,
10/11/2018,2018,11,10,,3,,-3.3,,-0.2,,18.2,,0,,0.2,,0,T,0.2,,2,,28,,68,
11/11/2018,2018,11,11,,-0.4,,-7.1,,-3.8,,21.8,,0,,0,,0,,0,,1,,27,,42,
12/11/2018,2018,11,12,,5.2,,-5.7,,-0.3,,18.3,,0,,2,,0.4,,2.2,,0,T,,M,,M
13/11/2018,2018,11,13,,1.6,,-8.9,,-3.7,,21.7,,0,,1,,5.4,,5.6,,3,,29,,58,
14/11/2018,2018,11,14,,-7,,-13,,-10,,28,,0,,0,,0.4,,0.2,,3,,31,,46,
15/11/2018,2018,11,15,,-5.7,,-12.2,,-9,,27,,0,,0,,4.1,,2.3,,3,E,,M,,M
16/11/2018,2018,11,16,,-1,,-7.4,,-4.2,,22.2,,0,,0,,14.6,,9.6,,8,,5,,32,
